text,E,N,A,C,O
احس باني امتلك قدرات استطع استثمارها بالكامل سواء الدراسة العمل العمل التطوعي الظروف المحيطة الظغوطات الحياتية تزيد تقييد فرص الاستثمار التحرر القيود رغبتي الشديدة الاستفادة هبني الله انجاز عدة اعمال تعود بالنفع علي محيطي مجتمعي,0,0,0,1,1
احب النظام الاستراتيجي العمل تحديد اهداف كبيرة مشتركة هادفة اطمح الى ترئس فرقة عمل متكاملة متعاونة المضي قدما بالمنظومة انتمي اليها اطمح الى تجويد الحياة بنسبة لكل محيطي انسان حيوان طبيعة,0,0,0,1,0
اصبحت احب عملي ربما لانني اصبحت اكثر ايجابية الايجابية انعكست نواحي حياتي بينها الجانب المهني كنت اذهب بمشقة الى العمل الحين الاحيان اشتاق لرؤية ابنائي الطلبة,0,0,1,0,0
مر الاسبوع حافلا بالمواقف المختلفة المثيرة للقلق المفرحة اهم رجوع زوجي حبيبي لبيتنا لاعبر اشتياقي حضرت جبة عشاء يحبها ابريق شاي الطريقة الحيانية,1,1,1,1,1
تجربتي الدراسة الجامعية خصوصا لجت اكثر تخصص جعلتني اكثر عقلانية حماس لمعرفة المزيد لكنني بصراحة اجد نفسي لازلت حديثة عهد بالعلم اتمنى اواصل دراستي اكون اكثر التزاما نشاطا البرامج التعليمية ادرس اجد نفسي حالة الفوضى الوقت الراهن الدراسة البيت الامور الخاصة بالاهل تتطلب مني بذل الجهد اتمنى اوفق لتنظيم قتي اسال الله البركة الاهل المال الوقت,0,0,0,0,0
يحتاج الانسان الى الارشادات لتتوضح معالم الطريق يمكن يعيش الانسان هدف غياب الهدف الرؤية يلغي جودية الانسان يجعله كائنا عبثيا اعتاب تحقيق اهداف كنت ارجوها دائما وصلت الى هته الاهداف لكني اشعر بالرضى اظن الانسان يجعل هدفه بعيد المدى يفقد معنى جوده الاكيد الهدف السامي يجعلني استشعر مبلغ كينونتي السير الى اللهان الى ربك الرجعى,0,1,0,0,1
عملي احبه اثابر احب مساعدة الاخرين ارتاح اجد نفسي اطمح لتحقيق الاحسن دايماما ندمت امتهانه قطالتقي بالصغار الكبار الشيب الشباب اخذت تجارب عدةتجارب مفرحة اخرى محزنةما اجمله عمل اشبها مسؤولية,0,1,1,1,1
عانيت اكمل دراستي تعييني الجنوب الجامعات مركز عملي مرور سنوات عدة محاولات للتسجيل الجامعة لاتمم دراستي العليا التسجيل سلك الدكتوراه تحقيق حلمي,0,1,1,1,1
الاسابيع الماضية كانت ممزوجة بالالم الفرح النشاط الحزن يعمها الهدوء اجيد التعبير مشاعري اكتفي بالضحك الكتير العالي النظر مررت احدات سيئة جميله نكهة الحياة,1,1,1,1,1
العاشرة النصف افتح النافذة لاشاهد الشارع ليلا اراني اراني سنوات اغادر دفئ المنزل لاول لاتابع دراستي بكلية العلوم التقنيات بفاس مزيج التوتر الخوف يملؤني حينها الكثير الاحلام امعن النظر مضى الوقت طوينا الايام لاصبح سنتي الخامسة شهور اغادر الكلية عشت السنوات الخمس المؤكد انها غيرت معالمنا تركت ذكريات ستعيش معنا طويلا تندثر احب اشكر الاساتذة الاصدقاء الارواح الجميلة صادفنها الرحلة,0,1,0,0,1
الدراسة الجامعية بالنسبة اولى خطواتي فهم القليل الحياة يمكن اعتبارها مرحلة نضج فكري عاطفي اجتماعي مرحلة مهمة الحياة تعلمت تحمل المسؤولية فهم الاخرين ضبط انفعالاتي انها كانت سلبية يخص تكوين الروابط الاحتماعية اصبح الانعزال اسلوب حياتي شيئا,0,0,0,0,1
اشعر انني يجب علي اعود الى طريقتي القديمة تدبير الوقت قلت اقصد انني يجب علي انام اقسم يومي الى اقسام الاول العمل تدريب السنة الدراسية النهائية القسم الثاني بينما اكل تدريبات جسدية القسم علاقة معلومات جديدة معلومات اضافية الجانبية معلومات كثقافة شيء القبيل,0,0,1,1,1
اعتقد الحياة عبارة لحظات يمكن تكون جيدة سيئة لذا الانسان ينظر دائما الى الجانب المشرق الامور يحاول يكون ايجابيا قدر المستطاع اراد يكون سعيدا حياته نظرتي للحياة,0,0,1,0,0
الحياة عموما امتحان لقد خلقنا الله الارض نصيب نخطئ نفوز نرسب نتعلم يسعى الى يكون شخصا افضل يوما يوم فاز شيء بالنسبة بغض النظر هفوات الماضي,1,1,0,0,1
بخصوص دراستي فانا احس بنوع الاحباط فاقدة للعزيمة الوقت ممتلئة لتغيير اقعي لقد ضاع مني عام الدراسة باكمله تخليت دراستي بكلية العلوم التحقت بكلية اخرى كلي امل اغير نفسي احقق النجاح لكني صدمت بواقع توقعته شيء تغير اتضح انني اعد كنت الماضي ماض يعود يعد بامكاني النجاح شيء اردت اظن انني اعد احب التغيير فمنذ غيرت مدينتي لاول عندما انتقلت اهلي للعيش مدينة اخرى اتعرف مشاعر جديدة سيئة الاول شيء يسير جيدا تعرفت اناس جدد كونت صداقات جديدة حاولت التاقلم اختلاف لون بشرتي يسبب المعاناة فهنالك يتقبلني تعرفت الاصدقاء يكن هدفهم فقط صداقتي انما همهم يوم الامتحان سيساعدهم اصبح اختلافي ضعفي اصبحت منعزلة نفسي يعد بالامكان لاحد يدخل ساحتي نلت شهادتي انتقلت الى مدينة فاس لاتمام دراستي لازالت مشاكلي نفسها العزلة رفيقتي الكلية ذهبت اليها تكن اوده العناء بذلته هباءا كانت خيباتي عندما غيرت الكلية يتغير مابي استطع ابذل جهد رغم ارادتي للتغيير,0,1,0,0,0
جل الطلبة يعانونن صعوبة النظام كليتنا يزيد الطين بلة اعاني القلق المستمر حول المستقبل يجعلني منغمسة تفكير سلبي يستنزف طاقتي اسنطيع القيام باي شيء اخر,0,1,1,0,0
انها سنة لدي بالجامعة فرق بينها الثانوية نفسي انني قادرة اكمال دراستي شاء الله فهي تاثر شخصيتي عودتمي الصبر اكثر فاكثر للوصول الى المبتغى باذن الله,0,1,0,0,1
بداية عمل كنت احس بعدم الثقة بنفسي قليلا كنت احاول دائما اظهر تكني انجاز مهام صعبة اصبحت ثقتي بنفسي تزداد تغيرت بعدها اصبحت اكثر تقديرا لذاتي اكثر اجتماعية اكثر فخرا بنفسي افعل,0,0,1,0,1
بالنسبة لتجربة الجامعة فهي بصراحة تجربة جميلة تعلمك كثير الامور مثلا تعتمد نفسك شيء الفترة تحدد مستقبلك لذلك تعمل بجد تحصل ماتطمح اليه,1,1,0,0,1
اشعر حاليا بعدم الاستقرار كانني ابحث شيئ اعرف ماهيته ربما نفسي لربما شيئ يبثني بالحياة كوني زلت متزنا رغم شعوري القوي بالاهتزاز الداخلي ثقتي بالله عز جلاله شيئ سيمر فوالله امطرت لتزهر,1,1,0,0,1
تجربة مختلفة تماما المدرسة الثانوية يكثر الضغط الطالب انني احب التغيير اعرف يحدث ربما الشعبة اخترتها الجامعة احبها بصفة,0,1,1,0,0
شخص دائم التفكير يمكن بنو ادم متفقون النقطة افكاري مغلفة بقالب السلبيةلدي طموح اهداف كبيرة لدرجة انها تخيفني احياني الفشل دائما مقترن فمثلا اقول اريد احصل معدل جيد الجامعةجيد جدا يفوق التخيلات يتحدى يقول الامر صعب الى مستحيللكن دائما توجد لوو لوو الاصعب انني مقتنعة مجرد اللفظ بالسلبية فساعيشها بشكل اصح ساسير نحوها لاحققهاو الامر مرهق حقاناهيك كوني اجتماعيةرغبتي فطرتي الواقع انني وحيدة نوعا خجولة اريد قولها الصراع فكرة انني خجولة كنت افعل يوم سنةاشعر بالراحة انني ربما اعرف اكون اتمنى يفيدك الاستطلاع شيء الغريب اتمنى التوفيق,1,1,0,1,0
المرحلة حياتي اعيش ضياعا اختبره ليتني استطيع اقفز قفزة سريعة الى المستقبل سيكون ضعي حال اتخذت هدا القرار يؤرقني ساكتفي بصلاة استخارة,0,0,1,0,0
تعد تجربتي العمل امتدادا لتكويني الكاديمي فرصة مميزة لترجمة ارض الواقع المهارات المكتسبة هذا التلاقح يفضي الى بلورة شخصية اكثر تفاعل متطلبات سوق العملالتكوين التجربة عنصران متلازمان لابداع افي المجالات التخصصات,1,0,1,1,1
الالتزام بالنظام التخطيط اساسي لحياة اسهل رغم علمنا بذالك يصعب بعضنا الالتزام حياته اسهل فتجد الواحد منا يعيش توتر مستمر عشوائية فوضى مكتفيا بالتمني التاجيل مشاهدة الاخرين,1,1,0,0,0
اشتغل بجد دخلي هزيل درست اجتهدت لككني توقفت الدراسة الاجازة لضروف رغم حلمي الماستر احببت لكنه تم التخلي عني بسهولة بدون سبب حاولت انجز مشروع لكنني خدلت جديد جسد يضهر للناس مليئ بالحيوية الحب الاحترام الكل يحبني يقدرني الحمد لله لكنني حالة اكتئاب تفارقني مند صيف جعلتني افكر وضع حد لحياتي جعلتني اشعر بحزن الم يتعصر قلبي,1,1,1,1,1
تجربتي الجامعة تجربة ممتازة تعلمت الكتير التقنيات ساعدتني تنمية قدراتي الفكرية اكتساب مهارات جديدة الدور تنمية بناء شخصية قوية رغم ضغوطات الامتحانات,1,1,1,1,1
انسانة طموحة مجدة لكنني الوقت الراهن بدون عمل احاول بشتى الطرق الحصول دراستي تجاربي العلمية العملية خولت اكون مرنة متوازنة قادرة العمل الظغط,1,0,1,0,1
متعبة رغبة لدي الكتابة لكني ساحاول ملئ الاسطر تيسر الكلمات غاية هدف فقط بغية ارسال الاستبيان اني صائمة اشعر بالتعب احتاج رخصة ادارية اسافر الى القرية لكنهم يحرموننا بحجة الكوفيد حسبنا الله الوكيل عيينا الله,0,1,1,0,1
اشعر بالملل الروتين الحيات اليومية حيت يوم يتكرر يوجد تجديد فالمهام نمط العيش يجعل الشخص يعيش حياة رتيبة محاورها الاسرة زوج اطفال اعمال المنزل العمل الرتابة تؤدي الى فقدان الثقة بالنفس عكس ايام الدراسة كانت مليئة بالانشطة المرح ربما تقدم الانسان فالعمر يؤدي الى هاد التغير الجذري,0,1,0,0,0
السابق كنت شخصية هادىة قليلا اتوتر اشعر بالنقص اثق بقدراتي احب اكون محبوبة الناس الزواج انجاب الاولاد تغير شيء اصبحت شديدة العصبية مزاجية الصعب ارضاءي اعتزل الناس اكترث لمحبتهم عدمها,0,1,1,0,1
وصل الى علمي يوم الخميس ابي مريض جدا بقيت قلقا لحاله كانت المشاعر مضطربة حزن قلق خوف ازداد الامر سوءا فجئت لزيارته فوجدته طريح الفراش خائر القوى حالته بدات تتحسن لله الحمد ربك شيء قدير,0,0,1,0,0
بصراحة اتمنى اصبح يوما الشخص احلم تقيا ذكيا متسامحا لم اضع بصمتي اغادر بصمة تغير البشرية الافضل ادرك جيدا بان الامر سهلا يحتاج الى الكثير الجهد بحث علمي رغبة تحقيق الحلم تفوق صعوبته فاسئل الله عز جل يوفقني اياكم تحقيق نريده خيرا لغيرنا,0,0,0,1,0
الرغبة المتواصلة احداث تغيير المستوى الشخصي المادي العمل التميز اسرع وقت ممكن التفكير المتواصل الامر متعب جدا يؤثر مستوى التركيز الحالة النفسية المتذبذبة العمل الممل لدي التفكير تغييره,1,0,1,1,0
مر زمن طويل اعبر باللغة العربية ربما مند الدراسات الثانوية لغة عظيمة يتسنى التعرف عليها اكثر التعمق خباياها المهم شكرا لاتاحتنا الفرصة,0,0,1,1,1
السلام عليكم حاولت اجاوب الاسئلة تفكير يسير معتمدا حياتي المهنية بالاساس بحكم كوني صاحب شركة متخصصة المعلوميات مديرها التقني تضم الشركة اكتر مهندس مهندسة احاول جاهدا العمل شخصيتي تحسين قدراتي التعامل المستخدمين التاتير ايجابيا مكونات فريق العمل,1,0,0,1,0
مررت باسبوع حافل بالعمل جب تقديم مشاريع التمويل الصعيدين المغربي الدولي الحمد لله استطعت انهاءه المهمة بنجاح راض العمل قدمته اتمنى سينجح اتمنى اعوض اسرتي الوقت استغرقته العمل كنت غائبا عنهم,0,0,1,1,0
بدات امارس الرياضة توقف دام اكثر سنة استطع اكمال دقائق اتوقف الهث بشكل كبير ستحتاج الكثير الوقت القتالية لاستعادة اللياقة البدنية محددا ساحاول التمرن الاسبوع الاقل,1,0,1,1,1
سنوات الدراسة اقول عنها صعبة جادة لدرجة المرض سنوات المرح الخبرات سنوات تبادل للافكار الاصغر سنا الاكبر سنا السنوات تخرجت حصلت عمل خارج الوطن بالرغم سعادتي بالعمل الاجواء المحيط العملي يمكن اقول عنه غاية الروعة احساسي باىخيبة اتجاه تؤول اليه بلدي يراودني فترة لاخرى فعسى الله القادر المقتدر يبدل حال وطني ابناء وطني لافضل حال,1,0,1,0,1
طوال مسيرتي الاكاديمية اجهت تحديات تمكنت التغلب عليها بفعالية لقد ساعدني ادارة تجربتي المهنية بشكل جيد اهداف استراتيجيات محددة جيدا مقتنع دائما الاحلام قابلة للتحقيق الرضا النفس المهم,0,0,0,1,1
لقد استطعت بحمد الله مناقشة رسالة الدكتوراه كانت تجربة شيقة الوقت متعبة لانه يجب علي المحافظة التوازن اسرتي عملي انني مغتربة خلال التجربة تعلمت كيفية تنظيم اوقاتي اعطاء مهمة حقها,1,0,1,1,1
اعتقدت انني ذكية جذابة لطالما ظننت اسلوبي الغريب التفكير سيجعلني ناجحة يوم الحياة علمتني شخصيتي حجبت عني الواقع فاصبحت كائنة فضائية سط الناس الطبيعيين حاولت اصبح مثلهم فضللت طريقي اعد اعرف نفسي ادري مذا اريد يكن الفشل بعينه,0,1,0,0,0
نشات قرية صغيرة جنوب المغرب مند صغري اعتبر نفسي سريع البديهة التعلم الاشياء النضرية عكس الاشياء التطبيقية شخصيتي تاترت كتيرا بالمسار الدراسي الطويل فقد شهدت تجادبات كتيرة مابين تقليدي مرتبط بالدين الاعراف حداثي معاصر فقد شكل هدا نوع الازدواجيه التعاطي الامور,0,1,0,0,0
اود بداية انصحكم بضرورة متابعة المحاضرات عرضها الاخصائي النفسي جوردان بيترسون نمودج العوامل الخمسة للشخصية فهو شرحها بشكل دقيق ينبغي تحرصوا الصرامة البيانية تستخدموا الكلمات العربية اذ لكل كلمة دلالتها البيانية المحددة فقد لاحظت اسئلة الاستبيان الاخطاء كاستخدام كلمة عمل شامل فهذه كلمة مفهومة فشخصيتي شخصية متفتحة التجربة انطوائية نسبيا عصابية تميل الى القبول ضميري يقظ جدا قمت باجتياز الاختبار منصة اخرى باللغة الانجليزية انني مهتم بهذا المجال,0,0,0,1,0
الهندسة الصناعية شعبة اخترتها حب فهي شعبة شاملة لعدة مجالات بطبعي احب الاطلاع عدة ميادين الاطلاع الدراية بعدة مجالات صعب لكنه ممتع الوقت التدريبات انجزتها الميدان الصناعي جعلني اعرف قدراتي المعرفية المجال اهمية الجانب الاجتماعي ييسر التعامل الاخر العمل التعاون الامر تعلمته عدم الامور العمل بشكل شخصي عدم التاثر بسوء معاملة احدهم العمل,1,1,0,1,0
الجامعة دور مهم اثبات ذاتي التعرف الناس اخد الكلمة الجمهور المشاركة عدة احداث تظاهرات تمكنت التعرف العديد الناس مختلف المناطق,0,1,1,1,0
الاسبوع لدي اعمال كثيرة لهذا قليل ضغط لكنني سعيدة بسبب الانجازات اقوم ساقوم بالتدريب اقوم لانهاء ايضا سعيدة بسبب التقائي باناس جدد اصبحوا اصدقائي وقت قصير,1,0,0,0,1
افضل عدم جود الناس ناحية كثرة الحديث التذمر حول شيء اكثر يدعون المعرفة الشاملة اظن اني استطيع تحمل البعض يتعلق الامر بالمزاج الظروف المحيطة بالعمل,0,1,0,0,0
مساري الدراسي التجارب الت عشتها اثناء الدراسة ساعدتني تكوين شخصية منفتحة نوعا الاخر مبدعة تحب التحديات تجاربي الاجتماعية مكنتني التعرف الجانب المحب لخدمة الاخرين اسعادهم الاحساس بالرضا ادخال الفرحة السرور الاخر اكتشفت انني انسانة تنتبه لادق التفاصيل تحرص تعطي تبرز افضل ماعندها,0,1,1,1,1
شخص يحب اشياء عديدة المستوى الشخصي احب اكون هادئا مبتسما سهلا المستوى المهني احب الهندسة بالهندسة الابداع احب الافكار المنقولة تتسم بالابداعية,0,0,1,0,0
درست بعدة جامعات دائما احس بالتقصير عدم الرضى اللذي جعلني افقد صورة واضحة اريد احب احساس بعدم القدرة التعبير الصحيح عدم التركيز رغم انني اعمل بجد الككلمات تخونني,0,1,0,0,0
تجربتي الدراسية الجامعة تكن مستقرة تمكنت اتمام دراستي التخرج سنة اشتغل كمستشار حر مجال تخصصي احاول اكتسب مهارات جديدة تمكنني انشاء مشروعي الشخصي انني مهتم بالبحث العلمي اتمام الدراسة الدكتوراه خلال الحجر الصحي تعرضت لاضطراب نفسي ثقيل اتمكن التعافي تدريجيا مؤخرا بممارسة الرياضة انشطة اخرى اتمنى للباحثين يشرفون البحث حظا موفقا يطلعوا الراي العام نتائج بحوثهم يستفيد الجميع,0,0,0,0,0
لكل فترة الحياة تاثيرها شخصية الانسان سواء اكانت جميلة فلولا التجارب المحن تطورت شخصية الانسان فهذا الاخير جبل التعلم تزكية النفس السمو,0,0,1,1,0
فعلا امر بمرحلة صعبة حاليا البطالة نعرف جميعا انها فترة بالهينة احاول قدر المستطاع ابقى متفائله طموحة لغد افضل بالاصرار العزيمة انشاء الله نصل الي مبتغاي احقق اهدافي بالنسبة لتجربة الجامعية مررت فهي مرحلة فريدة غنية بالمكاسب الناحية المعرفية مستوى الشخصي بحيت فضاء الكلية فضاء اكاديمي تجربة جديدة تتيح الفرصة تطوير اغناء مجموعة المكتسبات,1,0,0,0,1
عندما اكون العمل لحظات اشعر بثقل كبير اتمنى ينتهي اليوم الاسبوع بسرعة لحظات اشعر انني اقوم بشيء مهم يجب اتمه اكمل جه,0,0,0,0,0
لحطة العمل عدة ايجابيات فهو يسمح بتخلص روتيني اليومي المشاكل الموجودة فالبيت يسمح باراحة تفكيري قليلا تعرف الاخرينوالحياة مليئة بالصعاب علينا مواجهتها بكل ليونة فهاد دليل ضعفني عجزي قوتي,0,1,1,1,0
الوقت الراهن تراودني افكار سوداوية تجعلني كثيرة التفكير استطيع تمييز اهدافي اشكك بقدراتي رغم محاولاتي لطرد الافكار انها لاتزال تسمم عقلي اجد طريقا للخلاص عادة خجولة احب الانصات اكثر الكلام اتواجد اشخاص اعرفهم يذهب الخجل اصبح اكثر انفتاحا,0,0,1,0,1
دراستي كانت جيدة تمكنت الحصول شهادات مهمة احب تنمية معارفي اتوق التطور تسلق المراتب اريد تغيرت طبيعة عملي سنوات تجديد دافعيتي العمل احيانا احب المجامعات التصنع احب وضع الاشياء طبيعتها قدرها,0,0,0,0,0
اعمل مجال الادارة معلوم فطبيعة العمل تجعلك تتعامل اصناف متعددة الاشخاص سيما كنت رئيسا مرؤوسا يحتم التعامل بدكاء اخلاص ادا فمع رءيسهم فيجب تتعامل معهم كمعاملة القائد لجنوده يفرض الحزم العطف الوقت فلكل مقام مقال يقال يرءسونك فيجب تحترم الدخول افات المجتمع كالتملق دلك,0,0,0,1,1
كانت تجربتي الجامعة تجربة فريدة متميزة فقد استطعت الحصول اعلى النتائج المراحل الى وصلت الى مرحلة الدكتوراة تعزز مهاراتي عبر تجربة التدريس الجامعة معظم الصعوبات اجهتني كانت مرتبطة بالانفتاح الاندماج الاجتماعي,0,1,1,1,0
تجربتي الجامعية كخريجة هندسة صناعية ايجابياتها سلبياتها كاجابيات اجد انها طورت شخصيتي كتيرا بغض النظر التخصص انما فكرة العيش لوحدي بعيدة الاهل بالتالي عدم الاعتماد نفسي مواجهة فئات مختلفة المجتمع كالبقال البائعين السوق بحكم انني اقم بهذه الاشغال بيت الاهل فالمهم الاحظ تطورا شخصية لهذا السبب رغم الخجل يفارقني انما فقط يقل يزيد الفينة الاخرى المواقف كسلبيات فلها علاقة اكتر بالتخصص التوجيه فالان تخرجت دفعة الكرونا اكتشفت فجاة يكن اختياري بالاحرى تاثير المحيط الاهل لتوجه الاختصاص اني اكتشفت اني احمل شغفا للبرمجة اكتر للصناعة خصوصا الفترة اعيشها للبحث فرصة شغل يتبين اكثر التوجه التاني صائبا اكثر فاجدني الاغلب محبطة حالة فراغ اتمنى التوفيق بحثكم,0,0,0,0,1
افكر الوباء منا اعز الناس رحمهم الله جعلني اتيقن العافية كنز يشترى بكنوز العالم اكمله رزقنا الله اياكم الصحة البسنا ثوب العافية,1,1,0,1,0
دراستي مدرسة عليا للمهندسين اثرت بشكل خاص الجانب المهاري عملي عدة نوادي مكنني اكتساب مهارات شخصية حس نقدي ابداعي القدرة اقتراح افكار جديدة اسبوعي مر جيدا تمكنت تنزيل خططت بسرعة كبيرة ابهرت محيطي بعملي قاموا بالثناء,0,0,1,0,1
شخص انطوائية خجولة تهتم براي الناس عني احاول ارضاءهم انني اشعر بخيبة املهم اكثر ارضائهم فانا اميل الى الابتعاد تعويض الحاجة احلام اليقظة ابتعدت يصبح التعامل الناس اصعب فاصبح انطوائية اكثر انها حلقة تنتهي لدي مشكلة معرفة قيمة نفسي اشعر دائما بانني قيمة يقودني عي الى الهروب الحياة المسؤولية اعتقد اكبر نقاط ضعفي,0,1,0,0,0
اصبحث اكثر حذرا انتباها تعلمت اساليب جديدة التعامل شخصيات اخرى اصبح لدي عي افضل التعامل الناس اصبحث اكثر قوة اكثر احترافية القرارات تردد اصبحت اتطلع لمناصب المسؤولية,1,0,0,1,1
لدي الكثير لاقوله العموم شخص ذكي كسول الوقت شخص فضولي بطريقة ايجابية اتعلم الكثير ابحث شيء احبه بالذات العموم احب شيء اريد اكتشف كتيرا احسن ايضا اني فاشل احيانا اريد اصبح شخصا اكثر نجاحا لاني مؤمن اني شخص هائل يستطيع تحقيق الكثير لقد تم رفضي مدارس عليا راقية تخصصات فرص هائلة لكني ساستمر اصل الى مستوى عالي,0,1,1,0,1
احس انني مرتاحة احب الصعوبات احب الاشياء سهلة اتمني اصل الى مستوى عال الطمانينة ابحث عنها ساجدها المؤكد اهرب الشقاء اتمنى يقف عقلي التفكير لمدة قليلة يوما,0,1,0,0,0
التعبير الذات امرا سهلا ساحاول بالنسبة لدراستي فانني احب موضوع اطروحتي رغن اني احيانا اتسائل اكمال دراستي قرارا صائبا ابقى متفائلة افكر مؤخرا بالموت اتمنى اعيش يكون لحياتي معنى افعل اشياء استطيع مساعدة غيري,0,0,0,0,0
شخص هادئ افضل السكوت لدي طموحات كبيرة لكني افعل يلزم سبيل تحقيقها احب الخير لجميع الناس اساعدهم قدر استطاعتي طلبوا مني حظا مو فقا,0,0,1,0,0
اني بصدد تناول جبة الغذاء اعدتها شريكة حياتي جالس بسيارتي منصتا لاذاعة راديو تجري حوارا احدهم بالفرنسية اني وجدت نفسي منصتا لكلمة مضيعا للكثير حديثهم امامي حقل شاسع اغنام ترعى امان الله مدركة عيد الاضحى اقترب دعها فاكثرنا اعوون غافلون الجو كئيب الشمس حاجة الظهور تحس بان قطرات المطر مترددة السقوط,1,0,1,1,1
اشعر انني مفترق الطرق الطرق تبدو مناسبة احدد لحد الافضل يجب اختار اقرب قتكلي امل الله سبحانه تعالي ينير طريقي شكرا الله التوفيق,1,0,1,0,1
التعليم الجامعة السكن الحي الجامعي ساعدني تنمية شخصيتي اعطاء الاهمية لجميع الامور بحولي ضاعف قوة الصبر المواقف يخص تجربتي العمل الحقيقة العمل الادارة يكبح التطور الداتي تبقى تدور دائرة مقفلة العمل التعليم يحفز جديد قدرة البحث الابتكار,1,1,0,1,0
فقكم الله عملك هدا اليوم عدت رحلة دامت ايام رحلة يمكن يقال عليهارائعة التقيت باناس يشبهونني تقاسمنا العديد اللحظات التارخية مرور اكثر سنة اخر رحلة بالنسبة للبحث المرجو ادخال الدارجة الاتمارة للتوصل باجابات عميقة,0,1,1,1,1
مرحلة الجامعة اعتبرها اجمل مرحلة مرت حياتي رغم شخصيتي المنعزلة حضيت باصدقاء كثر لطالما نصحني الناس اقلل تشاؤمي ابتسم اكثر فى نفسي عيوبا تحصى اسعى جاهدة لتقدير نفسي اكثر اشكركم طرح الاختبار ارجو التوفيق,0,1,0,0,0
الدراسة الجامعة مرحلة مهمة تساعد بناء شخصية مستقلة بالنسبة للعمل فدائما اميل الى العمل الحر لانه يجعلني ارتب مواعيدي بنفسي اسبوعي القضيه الدراسة العمل الحر سعيدة بذالك,1,1,1,0,0
لاطالاما حلمي تحقيق داتي الطريق الوحيد امامي الدراسة كنت اعتقد الطريق سيكون سهلا لانني كنت المتفوقين الثانوي فور التحاقي بالجامعة اجهت مشاكلة عدة عائلية صحية جعلتني افكر المضي بسرعة التفكير النتيجة المبتغى فحصلت علي اجازة تغنب تسمن جوع تؤدي فقط الي التعليم بحضوض قليلة تزوجت لدي طفلة زوجي انسان رائع يدعمني يفعل ابي هدا التوقف الدراسة نصف الطريق كسر احلامي الصعب الرجوع الي الطريق هدا الانقطاع لمن الصعب التفكير انني احقق طموخاتي لانني ادرك بشدة مدي قدراتي فعاليتي جربت اعمل مرات عدة اخدت عدة تجارب اكدت لمن عملت معهم قدراتي علي العمل مدى مهارتي هدا الاسباب تخلق مشاكل زملاء العمل معرفتي بداتي تجعلني انحني تمرقا ادل فخورة بدلك رغم المصاعب اواجه بسبب دلك,0,1,0,1,1
افضل تجربة مررت لحد مليئة بالتحديات الايجابية السلبية كانت تاثير فعال تكوين شخصيتي المستوى الدراسي الاجتماعي انكر دور زملائي ايضا دراستي الجامعة ساعدتني اجادي نفسي تحقيق مستقبلي العملي الاسابيع الايام تمر بشكل عادي روتيني لضروف شخصية تحتم علي اعادة الاحداث رغم اني راضية لاني استانس بالوضع الوقت سترجع الايام لسابق عندها العمل جد مهم حياة شخص بالنسبة التبات نفسك نفسك لاحد اخر تحقق كنت تتمناه صغرك مجال العمل انفتاح الاخرين مشاركة افكارك انجازاتك,0,1,0,0,0
انسان رغم اختلاف افكارهم قابلون للتطور الاحسن الاسوء خلال تجربتي الجامعة قضيت حوالي سنوات تعلمت خلالها الكثير الحمد لله كنت شخصا منعزلا يعمل لوحده يكره العمل جماعة يحبب تبادل الافكار الاخرين الاخرين يعتبرونني شخصا معقد بفضل الله عز جل رفقاء الدراسة اصبحت شخصا اكثر انفتاحا متقبلا للافكار الجديدة قادرا فتح موضوع للنقاش الاخرين زلت متطلعا للمزيد التحسن مستوى شخصيتي,0,0,0,0,0
شخصيتي تتطور تعدد علاقاتي الانسانية تجاربي سواء الشخصية العملية الاكاديمية فمع تعددها بت شخصا قادرا الاختيار التمييز يضر المدى القريب البعيد نتاج للتفكير العميق المؤخوذ اتخاذي لاي قرار شكرا الاستمارة فقكم الله,0,0,0,1,0
معرفة الذات طريق طويل يشترط المثابرة الظروف الراهنة تجعل المرء منغمسا اجباته اليومية هاربا عوالم افتراضية قل يتمكن الانسان الجلوس نفسه محادثتها صرنا نتكلم الجميع نتكلف لحظة الانصات لذواتنا اعني النزوات افكارنا طموحاتنا,1,0,1,1,1
تجربة العمل كانت مفيدة جدا بالنسبة المستوى الشخصي اشعر انني اكتسبت العديد المهارات الشخصية التعامل الاخرين الانخراط بيئة العمل ضبط النفس استغلال المهارات المكتسبة سابقا الثقة بالنفس ازدادت مقارنة السنوات الماضية العمل حصولك عمل يمنح شعورا بالرضى الانجاز الفاعلية الكثير المشاعر الايجابية الطاقة العمل متعبا ضغوط نفسية جسدية,0,0,1,1,1
احببت الفكرة لربما كانت الاسطر صلحا الكتابة القطيعة اكتب الاسطر تفكير تنقيح كانني افكر بصوت عال فقط احس بالراحة يخص مسيرتي الدراسية بالجامعة كانت فعلا مرحلة نوعية مليئة بالتجارب الغنية بالدروس الاكاديمي الكثير دروس الحياة تعلمت معاني الصبر المثابرة ذقت حلاوة النجاح الفشل رايت مختلف الايديولوجيات الطوائف كانت مرحلة بناء لشخصيتي دفعة كبيرة السير للامام بعدها تاتي تجربة العمل اثرت سبقها ابانت نتاج السنوات فالحمد لله شكرا حبا مر اسبوعي بشكل مختلف بدا بمفاجاة حبيبي بعودته المهجر بدانا بناء عشنا سنستقر اشعر بالتعب الرغبة النوم فقط,1,1,0,0,1
